Scan#: 1	ScanningTime: ,00	#APsFound: 16	DB: 0.0	Date: Mon Jun 01 12:58:49 GMT+01:00 2015
37.9744552	23.7286529	-93	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9744552	23.7286529	-65	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9744552	23.7286529	-65	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9744552	23.7286529	-83	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9744552	23.7286529	-68	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9744552	23.7286529	-70	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9744552	23.7286529	-86	2462	20:89:86:03:f6:78	Stratos
37.9744552	23.7286529	-74	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9744552	23.7286529	-91	2437	00:1f:9f:d2:97:cf	akis
37.9744552	23.7286529	-72	2467	14:60:80:86:38:34	conn-x863834
37.9744552	23.7286529	-78	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9744552	23.7286529	-97	2412	00:24:17:94:9d:9b	Thomson7A1B5C
37.9744552	23.7286529	-87	2437	b2:8b:97:da:d4:63	HOL ALU WLAN
37.9744552	23.7286529	-90	2462	a4:7e:39:da:00:e8	laetitia
37.9744552	23.7286529	-97	2422	ce:42:14:7c:30:24	HOL-HOL
Scan#: 42	ScanningTime: 3,68	#APsFound: 17	DB: 94.0	Date: Mon Jun 01 13:01:21 GMT+01:00 2015
37.9744451	23.7286774	-93	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
37.9744451	23.7286774	-68	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9744451	23.7286774	-66	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9744451	23.7286774	-91	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9744451	23.7286774	-79	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9744451	23.7286774	-78	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9744451	23.7286774	-88	2462	20:89:86:03:f6:78	Stratos
37.9744451	23.7286774	-70	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9744451	23.7286774	-78	2467	14:60:80:86:38:34	conn-x863834
37.9744451	23.7286774	-73	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9744451	23.7286774	-95	2412	00:24:17:94:9d:9b	Thomson7A1B5C
37.9744451	23.7286774	-90	2437	b2:8b:97:da:d4:63	HOL ALU WLAN
37.9744451	23.7286774	-90	2422	ce:42:14:7c:30:24	HOL-HOL
37.9744451	23.7286774	-76	2457	a4:7e:39:f8:33:60	CANVAS
37.9744451	23.7286774	-85	2467	64:70:02:d1:c0:db	Doctorfish_Athens
37.9744451	23.7286774	-95	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9744451	23.7286774	-96	2412	54:22:f8:24:65:3c	conn-x24653c
Scan#: 43	ScanningTime: 3,68	#APsFound: 18	DB: 94.0	Date: Mon Jun 01 13:01:25 GMT+01:00 2015
37.974417	23.7287286	-84	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.974417	23.7287286	-84	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.974417	23.7287286	-90	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.974417	23.7287286	-89	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.974417	23.7287286	-79	2462	20:89:86:03:f6:78	Stratos
37.974417	23.7287286	-81	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.974417	23.7287286	-88	2467	14:60:80:86:38:34	conn-x863834
37.974417	23.7287286	-61	2472	cc:7b:35:ca:cf:e4	greek mythology
37.974417	23.7287286	-89	2412	00:24:17:94:9d:9b	Thomson7A1B5C
37.974417	23.7287286	-91	2437	b2:8b:97:da:d4:63	HOL ALU WLAN
37.974417	23.7287286	-96	2422	ce:42:14:7c:30:24	HOL-HOL
37.974417	23.7287286	-72	2457	a4:7e:39:f8:33:60	CANVAS
37.974417	23.7287286	-78	2467	64:70:02:d1:c0:db	Doctorfish_Athens
37.974417	23.7287286	-84	2457	d8:74:95:e7:10:f8	OTEe710f8
37.974417	23.7287286	-87	2462	a4:7e:39:da:00:e8	laetitia
37.974417	23.7287286	-90	2452	2c:95:7f:4a:46:20	Tereza
37.974417	23.7287286	-93	2412	84:74:2a:5a:99:2e	white house
37.974417	23.7287286	-94	2417	20:89:86:03:1d:2c	HOL_ZTE_4
Scan#: 44	ScanningTime: 3,72	#APsFound: 21	DB: 97.0	Date: Mon Jun 01 13:01:28 GMT+01:00 2015
37.9743982	23.728733	-87	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9743982	23.728733	-85	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9743982	23.728733	-93	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9743982	23.728733	-88	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9743982	23.728733	-83	2462	20:89:86:03:f6:78	Stratos
37.9743982	23.728733	-90	2467	14:60:80:86:38:34	conn-x863834
37.9743982	23.728733	-74	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9743982	23.728733	-95	2412	00:24:17:94:9d:9b	Thomson7A1B5C
37.9743982	23.728733	-86	2422	ce:42:14:7c:30:24	HOL-HOL
37.9743982	23.728733	-82	2457	a4:7e:39:f8:33:60	CANVAS
37.9743982	23.728733	-74	2467	64:70:02:d1:c0:db	Doctorfish_Athens
37.9743982	23.728733	-95	2457	d8:74:95:e7:10:f8	OTEe710f8
37.9743982	23.728733	-80	2462	a4:7e:39:da:00:e8	laetitia
37.9743982	23.728733	-89	2452	2c:95:7f:4a:46:20	Tereza
37.9743982	23.728733	-90	2412	84:74:2a:5a:99:2e	white house
37.9743982	23.728733	-94	2417	20:89:86:03:1d:2c	HOL_ZTE_4
37.9743982	23.728733	-88	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9743982	23.728733	-89	2412	be:8b:97:db:61:c3	HOL ALU WLAN
37.9743982	23.728733	-93	2462	dc:02:8e:f4:2d:68	THELOOM
37.9743982	23.728733	-96	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9743982	23.728733	-98	2437	20:89:86:1c:6e:b2	HOL_ZTE_6
Scan#: 45	ScanningTime: 3,68	#APsFound: 14	DB: 98.0	Date: Mon Jun 01 13:01:32 GMT+01:00 2015
37.9743893	23.7287397	-87	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9743893	23.7287397	-88	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9743893	23.7287397	-96	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9743893	23.7287397	-96	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9743893	23.7287397	-78	2462	20:89:86:03:f6:78	Stratos
37.9743893	23.7287397	-76	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9743893	23.7287397	-82	2422	ce:42:14:7c:30:24	HOL-HOL
37.9743893	23.7287397	-86	2457	a4:7e:39:f8:33:60	CANVAS
37.9743893	23.7287397	-68	2467	64:70:02:d1:c0:db	Doctorfish_Athens
37.9743893	23.7287397	-67	2462	a4:7e:39:da:00:e8	laetitia
37.9743893	23.7287397	-95	2412	84:74:2a:5a:99:2e	white house
37.9743893	23.7287397	-81	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9743893	23.7287397	-87	2462	dc:02:8e:f4:2d:68	THELOOM
37.9743893	23.7287397	-97	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
Scan#: 46	ScanningTime: 3,68	#APsFound: 13	DB: 98.0	Date: Mon Jun 01 13:01:36 GMT+01:00 2015
37.9743476	23.7287875	-97	2422	54:22:f8:c5:fb:f8	conn-xc5fbf8
37.9743476	23.7287875	-97	2422	54:22:f8:c5:fb:f9	OTE WiFi Fon
37.9743476	23.7287875	-73	2462	20:89:86:03:f6:78	Stratos
37.9743476	23.7287875	-82	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9743476	23.7287875	-83	2422	ce:42:14:7c:30:24	HOL-HOL
37.9743476	23.7287875	-68	2462	a4:7e:39:da:00:e8	laetitia
37.9743476	23.7287875	-80	2412	84:74:2a:5a:99:2e	white house
37.9743476	23.7287875	-90	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9743476	23.7287875	-87	2462	dc:02:8e:f4:2d:68	THELOOM
37.9743476	23.7287875	-88	2462	d0:15:4a:19:98:06	NetFasteR WLAN
37.9743476	23.7287875	-89	2412	54:22:f8:24:65:3c	conn-x24653c
37.9743476	23.7287875	-91	2422	a4:b1:e9:f2:e9:1a	Forthnet-F2E91A
37.9743476	23.7287875	-96	2437	cc:b2:55:e5:27:80	OTEAndrianou
Scan#: 47	ScanningTime: 3,72	#APsFound: 7	DB: 100.0	Date: Mon Jun 01 13:01:39 GMT+01:00 2015
37.9743149	23.7288639	-72	2462	20:89:86:03:f6:78	Stratos
37.9743149	23.7288639	-77	2462	a4:7e:39:da:00:e8	laetitia
37.9743149	23.7288639	-89	2412	84:74:2a:5a:99:2e	white house
37.9743149	23.7288639	-78	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9743149	23.7288639	-77	2462	dc:02:8e:f4:2d:68	THELOOM
37.9743149	23.7288639	-92	2412	54:22:f8:24:65:3c	conn-x24653c
37.9743149	23.7288639	-91	2422	a4:b1:e9:f2:e9:1a	Forthnet-F2E91A
Scan#: 48	ScanningTime: 3,66	#APsFound: 9	DB: 100.0	Date: Mon Jun 01 13:01:43 GMT+01:00 2015
37.9742923	23.728904	-74	2462	20:89:86:03:f6:78	Stratos
37.9742923	23.728904	-88	2462	a4:7e:39:da:00:e8	laetitia
37.9742923	23.728904	-73	2412	84:74:2a:5a:99:2e	white house
37.9742923	23.728904	-85	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9742923	23.728904	-65	2462	dc:02:8e:f4:2d:68	THELOOM
37.9742923	23.728904	-85	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742923	23.728904	-82	2422	a4:b1:e9:f2:e9:1a	Forthnet-F2E91A
37.9742923	23.728904	-93	2472	cc:7b:35:ca:cf:e4	greek mythology
37.9742923	23.728904	-98	2412	a2:8b:97:da:01:73	HOL ALU WLAN
Scan#: 49	ScanningTime: 3,76	#APsFound: 7	DB: 101.0	Date: Mon Jun 01 13:01:47 GMT+01:00 2015
37.9742738	23.7289581	-58	2462	20:89:86:03:f6:78	Stratos
37.9742738	23.7289581	-93	2462	a4:7e:39:da:00:e8	laetitia
37.9742738	23.7289581	-70	2412	84:74:2a:5a:99:2e	white house
37.9742738	23.7289581	-68	2462	dc:02:8e:f4:2d:68	THELOOM
37.9742738	23.7289581	-87	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742738	23.7289581	-90	2422	a4:b1:e9:f2:e9:1a	Forthnet-F2E91A
37.9742738	23.7289581	-91	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
Scan#: 50	ScanningTime: 3,64	#APsFound: 12	DB: 101.0	Date: Mon Jun 01 13:01:50 GMT+01:00 2015
37.9742529	23.7290125	-60	2462	20:89:86:03:f6:78	Stratos
37.9742529	23.7290125	-65	2412	84:74:2a:5a:99:2e	white house
37.9742529	23.7290125	-81	2462	dc:02:8e:f4:2d:68	THELOOM
37.9742529	23.7290125	-76	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742529	23.7290125	-81	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9742529	23.7290125	-85	2412	a2:8b:97:da:01:73	HOL ALU WLAN
37.9742529	23.7290125	-92	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9742529	23.7290125	-92	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9742529	23.7290125	-94	2437	38:46:08:c3:10:fb	wind5878
37.9742529	23.7290125	-94	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9742529	23.7290125	-95	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9742529	23.7290125	-93	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
Scan#: 51	ScanningTime: 3,65	#APsFound: 15	DB: 102.0	Date: Mon Jun 01 13:01:51 GMT+01:00 2015
37.9742529	23.7290125	-64	2462	20:89:86:03:f6:78	Stratos
37.9742529	23.7290125	-67	2412	84:74:2a:5a:99:2e	white house
37.9742529	23.7290125	-85	2462	dc:02:8e:f4:2d:68	THELOOM
37.9742529	23.7290125	-84	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742529	23.7290125	-81	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9742529	23.7290125	-85	2412	a2:8b:97:da:01:73	HOL ALU WLAN
37.9742529	23.7290125	-87	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9742529	23.7290125	-92	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9742529	23.7290125	-94	2437	38:46:08:c3:10:fb	wind5878
37.9742529	23.7290125	-94	2452	14:60:80:d7:bc:a8	CHRISTONIA
37.9742529	23.7290125	-95	2472	cc:1a:fa:91:e3:90	conn-x91e390
37.9742529	23.7290125	-93	2472	cc:1a:fa:91:e3:91	OTE WiFi Fon
37.9742529	23.7290125	-95	2462	a4:7e:39:da:00:e8	laetitia
37.9742529	23.7290125	-98	2437	00:15:56:cd:dd:aa	Desconocido
37.9742529	23.7290125	-94	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
Scan#: 52	ScanningTime: ,56	#APsFound: 10	DB: 104.0	Date: Mon Jun 01 13:01:55 GMT+01:00 2015
37.9742307	23.7290767	-75	2462	20:89:86:03:f6:78	Stratos
37.9742307	23.7290767	-77	2412	84:74:2a:5a:99:2e	white house
37.9742307	23.7290767	-85	2462	dc:02:8e:f4:2d:68	THELOOM
37.9742307	23.7290767	-77	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742307	23.7290767	-83	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9742307	23.7290767	-83	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9742307	23.7290767	-90	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9742307	23.7290767	-90	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9742307	23.7290767	-90	2472	cc:1a:fa:92:ab:a4	AMPELOS
37.9742307	23.7290767	-97	2462	00:23:68:32:36:c0	centralesun
Scan#: 53	ScanningTime: 3,71	#APsFound: 17	DB: 107.0	Date: Mon Jun 01 13:01:58 GMT+01:00 2015
37.9742138	23.7291346	-77	2462	20:89:86:03:f6:78	Stratos
37.9742138	23.7291346	-87	2412	84:74:2a:5a:99:2e	white house
37.9742138	23.7291346	-84	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742138	23.7291346	-80	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9742138	23.7291346	-77	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9742138	23.7291346	-95	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9742138	23.7291346	-85	2472	cc:1a:fa:92:ab:a4	AMPELOS
37.9742138	23.7291346	-83	2462	00:23:68:32:36:c0	centralesun
37.9742138	23.7291346	-84	2437	38:46:08:c3:10:fb	wind5878
37.9742138	23.7291346	-92	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9742138	23.7291346	-92	2472	a4:7e:39:f8:55:88	OTEf85588
37.9742138	23.7291346	-92	2457	14:60:80:86:96:3c	forgetmenot
37.9742138	23.7291346	-93	2412	34:4d:ea:94:b7:34	panathinaikos 13
37.9742138	23.7291346	-97	2422	62:07:26:3b:f8:11	georgehairsalon
37.9742138	23.7291346	-97	2437	00:05:59:0b:64:bf	Dimos Jel
37.9742138	23.7291346	-85	2437	00:15:56:cd:dd:aa	Desconocido
37.9742138	23.7291346	-91	2472	a4:7e:39:f8:55:89	OTE WiFi Fon
Scan#: 54	ScanningTime: 3,74	#APsFound: 25	DB: 113.0	Date: Mon Jun 01 13:02:02 GMT+01:00 2015
37.9742086	23.7291539	-75	2462	20:89:86:03:f6:78	Stratos
37.9742086	23.7291539	-80	2412	84:74:2a:5a:99:2e	white house
37.9742086	23.7291539	-98	2412	54:22:f8:24:65:3c	conn-x24653c
37.9742086	23.7291539	-73	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9742086	23.7291539	-82	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9742086	23.7291539	-88	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9742086	23.7291539	-93	2472	cc:1a:fa:92:ab:a4	AMPELOS
37.9742086	23.7291539	-95	2462	00:23:68:32:36:c0	centralesun
37.9742086	23.7291539	-84	2437	38:46:08:c3:10:fb	wind5878
37.9742086	23.7291539	-95	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9742086	23.7291539	-92	2472	a4:7e:39:f8:55:88	OTEf85588
37.9742086	23.7291539	-90	2457	14:60:80:86:96:3c	forgetmenot
37.9742086	23.7291539	-95	2412	34:4d:ea:94:b7:34	panathinaikos 13
37.9742086	23.7291539	-92	2422	62:07:26:3b:f8:11	georgehairsalon
37.9742086	23.7291539	-89	2437	00:05:59:0b:64:bf	Dimos Jel
37.9742086	23.7291539	-94	2472	a4:7e:39:f8:55:89	OTE WiFi Fon
37.9742086	23.7291539	-87	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9742086	23.7291539	-88	2472	c8:7b:5b:ba:7d:31	Chandelier
37.9742086	23.7291539	-88	2437	d8:74:95:f7:67:20	karrefurs
37.9742086	23.7291539	-89	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9742086	23.7291539	-92	2417	f8:1a:67:58:b9:6c	Dimos Jel
37.9742086	23.7291539	-97	2437	e0:91:f5:84:b9:f8	Sto_Diaolo
37.9742086	23.7291539	-98	2412	54:22:f8:fb:ce:84	Prorata S.A.
37.9742086	23.7291539	-91	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9742086	23.7291539	-94	2472	00:23:68:94:6e:a0	sunsoft_duomo
Scan#: 55	ScanningTime: 3,76	#APsFound: 14	DB: 121.0	Date: Mon Jun 01 13:02:06 GMT+01:00 2015
37.9741792	23.7291962	-82	2462	20:89:86:03:f6:78	Stratos
37.9741792	23.7291962	-94	2412	84:74:2a:5a:99:2e	white house
37.9741792	23.7291962	-93	2412	54:22:f8:24:65:3c	conn-x24653c
37.9741792	23.7291962	-81	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9741792	23.7291962	-74	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9741792	23.7291962	-83	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9741792	23.7291962	-88	2472	cc:1a:fa:92:ab:a4	AMPELOS
37.9741792	23.7291962	-98	2437	38:46:08:c3:10:fb	wind5878
37.9741792	23.7291962	-84	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9741792	23.7291962	-84	2457	14:60:80:86:96:3c	forgetmenot
37.9741792	23.7291962	-96	2437	00:05:59:0b:64:bf	Dimos Jel
37.9741792	23.7291962	-82	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9741792	23.7291962	-93	2462	00:1d:1c:f8:84:f8	Vodafone-04164
37.9741792	23.7291962	-95	2412	b6:8b:97:d7:b0:61	HOL
Scan#: 56	ScanningTime: 3,74	#APsFound: 13	DB: 123.0	Date: Mon Jun 01 13:02:10 GMT+01:00 2015
37.9741332	23.7292347	-88	2462	20:89:86:03:f6:78	Stratos
37.9741332	23.7292347	-90	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.9741332	23.7292347	-95	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.9741332	23.7292347	-86	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9741332	23.7292347	-87	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9741332	23.7292347	-92	2457	14:60:80:86:96:3c	forgetmenot
37.9741332	23.7292347	-84	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9741332	23.7292347	-88	2462	00:1d:1c:f8:84:f8	Vodafone-04164
37.9741332	23.7292347	-93	2412	b6:8b:97:d7:b0:61	HOL
37.9741332	23.7292347	-94	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9741332	23.7292347	-95	2462	48:28:2f:32:9d:46	aek
37.9741332	23.7292347	-93	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9741332	23.7292347	-95	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
Scan#: 57	ScanningTime: 3,73	#APsFound: 8	DB: 125.0	Date: Mon Jun 01 13:02:13 GMT+01:00 2015
37.974084	23.7292667	-84	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.974084	23.7292667	-91	2437	cc:b2:55:e5:27:80	OTEAndrianou
37.974084	23.7292667	-79	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.974084	23.7292667	-78	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.974084	23.7292667	-88	2457	14:60:80:86:96:3c	forgetmenot
37.974084	23.7292667	-79	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.974084	23.7292667	-88	2462	00:1d:1c:f8:84:f8	Vodafone-04164
37.974084	23.7292667	-93	2412	b6:8b:97:d7:b0:61	HOL
Scan#: 58	ScanningTime: 3,68	#APsFound: 10	DB: 125.0	Date: Mon Jun 01 13:02:17 GMT+01:00 2015
37.974087	23.7293351	-96	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
37.974087	23.7293351	-80	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.974087	23.7293351	-72	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.974087	23.7293351	-75	2457	14:60:80:86:96:3c	forgetmenot
37.974087	23.7293351	-81	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.974087	23.7293351	-82	2462	00:1d:1c:f8:84:f8	Vodafone-04164
37.974087	23.7293351	-94	2412	b6:8b:97:d7:b0:61	HOL
37.974087	23.7293351	-93	2462	20:89:86:03:f6:78	Stratos
37.974087	23.7293351	-87	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.974087	23.7293351	-92	2457	64:51:06:eb:6f:b2	HP-Print-B2-Deskjet 3540 series
Scan#: 59	ScanningTime: 3,76	#APsFound: 11	DB: 126.0	Date: Mon Jun 01 13:02:21 GMT+01:00 2015
37.9740668	23.7293722	-75	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9740668	23.7293722	-74	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9740668	23.7293722	-73	2457	14:60:80:86:96:3c	forgetmenot
37.9740668	23.7293722	-75	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9740668	23.7293722	-86	2412	b6:8b:97:d7:b0:61	HOL
37.9740668	23.7293722	-86	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9740668	23.7293722	-86	2457	64:51:06:eb:6f:b2	HP-Print-B2-Deskjet 3540 series
37.9740668	23.7293722	-90	2457	80:3f:5d:9f:7d:01	forgetmenot
37.9740668	23.7293722	-93	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9740668	23.7293722	-93	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9740668	23.7293722	-91	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
Scan#: 60	ScanningTime: 3,66	#APsFound: 13	DB: 128.0	Date: Mon Jun 01 13:02:24 GMT+01:00 2015
37.9740302	23.7293946	-65	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9740302	23.7293946	-72	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9740302	23.7293946	-67	2457	14:60:80:86:96:3c	forgetmenot
37.9740302	23.7293946	-64	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9740302	23.7293946	-75	2412	b6:8b:97:d7:b0:61	HOL
37.9740302	23.7293946	-83	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9740302	23.7293946	-80	2457	64:51:06:eb:6f:b2	HP-Print-B2-Deskjet 3540 series
37.9740302	23.7293946	-85	2457	80:3f:5d:9f:7d:01	forgetmenot
37.9740302	23.7293946	-79	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9740302	23.7293946	-96	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9740302	23.7293946	-81	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9740302	23.7293946	-95	2472	c8:3a:35:05:d4:50	Turbo-X-05D450
37.9740302	23.7293946	-92	2452	00:19:3e:e8:87:f1	ONTelecoms Anagnwstopoulos
Scan#: 61	ScanningTime: 3,71	#APsFound: 14	DB: 129.0	Date: Mon Jun 01 13:02:28 GMT+01:00 2015
37.9740094	23.7294167	-79	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.9740094	23.7294167	-78	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.9740094	23.7294167	-81	2457	14:60:80:86:96:3c	forgetmenot
37.9740094	23.7294167	-79	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.9740094	23.7294167	-61	2412	b6:8b:97:d7:b0:61	HOL
37.9740094	23.7294167	-88	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.9740094	23.7294167	-90	2457	64:51:06:eb:6f:b2	HP-Print-B2-Deskjet 3540 series
37.9740094	23.7294167	-82	2457	80:3f:5d:9f:7d:01	forgetmenot
37.9740094	23.7294167	-69	2467	a4:7e:39:da:fd:20	OTEdafd20
37.9740094	23.7294167	-93	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.9740094	23.7294167	-69	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.9740094	23.7294167	-92	2472	c8:3a:35:05:d4:50	Turbo-X-05D450
37.9740094	23.7294167	-93	2412	00:23:48:12:0b:ba	CONN-X_2246
37.9740094	23.7294167	-98	2437	14:cc:20:3e:d7:25	Christina's Wi-Fi Network
Scan#: 62	ScanningTime: 3,75	#APsFound: 15	DB: 131.0	Date: Mon Jun 01 13:02:32 GMT+01:00 2015
37.973983	23.7294658	-85	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
37.973983	23.7294658	-87	2462	ec:8a:4c:a7:b0:e8	CYTAB0E8
37.973983	23.7294658	-79	2457	14:60:80:86:96:3c	forgetmenot
37.973983	23.7294658	-84	2412	a4:7e:39:cf:3d:78	OTEcf3d78
37.973983	23.7294658	-78	2412	b6:8b:97:d7:b0:61	HOL
37.973983	23.7294658	-74	2412	e8:de:27:68:e9:dc	TP-LINK_68E9DC
37.973983	23.7294658	-97	2457	64:51:06:eb:6f:b2	HP-Print-B2-Deskjet 3540 series
37.973983	23.7294658	-85	2457	80:3f:5d:9f:7d:01	forgetmenot
37.973983	23.7294658	-74	2467	a4:7e:39:da:fd:20	OTEdafd20
37.973983	23.7294658	-86	2437	00:05:59:3a:8b:38	NetFasteR IAD 2 (PSTN)
37.973983	23.7294658	-73	2467	a4:7e:39:da:fd:21	OTE WiFi Fon
37.973983	23.7294658	-88	2472	c8:3a:35:05:d4:50	Turbo-X-05D450
37.973983	23.7294658	-91	2412	00:23:48:12:0b:ba	CONN-X_2246
37.973983	23.7294658	-84	2462	48:28:2f:32:9d:46	aek
37.973983	23.7294658	-96	2452	a0:ec:80:9d:e2:38	conn-x9de238
Scan#: 63	ScanningTime: 3,67	#APsFound: 11	DB: 132.0	Date: Mon Jun 01 13:02:36 GMT+01:00 2015
37.9739426	23.7295087	-95	2412	a4:7e:39:cf:3d:79	OTE WiFi Fon
