Scan#: 1	ScanningTime: ,00	#APsFound: 16	DB: 0.0	Date: Mon Jun 01 12:58:49 GMT+01:00 2015
37.9731721	23.7300819	-78	2442	14:60:80:83:16:80	cotton-hellas
37.9731721	23.7300819	-88	2437	00:23:f8:ca:11:0a	NICO_TATTOO
37.9731721	23.7300819	-89	2412	ee:29:f5:aa:7c:ec	TZE LING's iPhone
37.9731721	23.7300819	-91	2462	00:24:17:af:ee:37	Manos Net
37.9731721	23.7300819	-96	2412	00:11:6b:4b:30:ba	AsxetoNet
Scan#: 90	ScanningTime: 3,80	#APsFound: 10	DB: 176.0	Date: Mon Jun 01 13:04:17 GMT+01:00 2015
37.9731315	23.7300995	-70	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9731315	23.7300995	-86	2462	00:14:c1:45:7b:86	deuxartistes
37.9731315	23.7300995	-82	2437	a0:ec:80:91:18:1c	OTE.
37.9731315	23.7300995	-78	2437	a4:7e:39:d1:3b:f0	sadao
37.9731315	23.7300995	-78	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9731315	23.7300995	-93	2467	00:50:fc:ba:1d:05	grd
37.9731315	23.7300995	-90	2412	00:1d:aa:b5:87:a8	cncc
37.9731315	23.7300995	-86	2442	14:60:80:83:16:80	cotton-hellas
37.9731315	23.7300995	-90	2437	00:1d:1c:f1:25:ff	Vodafone-07901
37.9731315	23.7300995	-95	2462	e8:94:f6:cd:0e:18	TP-LINK_CD0E18
Scan#: 91	ScanningTime: 3,70	#APsFound: 12	DB: 177.0	Date: Mon Jun 01 13:04:20 GMT+01:00 2015
37.9730762	23.7301081	-84	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9730762	23.7301081	-67	2462	00:14:c1:45:7b:86	deuxartistes
37.9730762	23.7301081	-81	2437	a0:ec:80:91:18:1c	OTE.
37.9730762	23.7301081	-86	2437	a4:7e:39:d1:3b:f0	sadao
37.9730762	23.7301081	-87	2437	a4:7e:39:d1:3b:f1	OTE WiFi Fon
37.9730762	23.7301081	-92	2467	00:50:fc:ba:1d:05	grd
37.9730762	23.7301081	-91	2412	00:1d:aa:b5:87:a8	cncc
37.9730762	23.7301081	-82	2442	14:60:80:83:16:80	cotton-hellas
37.9730762	23.7301081	-92	2462	00:24:17:af:ee:37	Manos Net
37.9730762	23.7301081	-93	2437	9c:a9:e4:d9:e5:82	WebbingE582
37.9730762	23.7301081	-97	2462	b0:48:7a:de:ae:eb	Manos Net
37.9730762	23.7301081	-95	2437	d4:ca:6d:da:ca:15	dancingqueen
Scan#: 92	ScanningTime: 3,76	#APsFound: 17	DB: 178.0	Date: Mon Jun 01 13:04:24 GMT+01:00 2015
37.9730435	23.7301377	-79	2437	00:05:59:52:2b:40	hol - NetFasteR WLAN 3
37.9730435	23.7301377	-70	2462	00:14:c1:45:7b:86	deuxartistes
37.9730435	23.7301377	-80	2437	a0:ec:80:91:18:1c	OTE.
37.9730435	23.7301377	-90	2467	00:50:fc:ba:1d:05	grd
37.9730435	23.7301377	-93	2412	00:1d:aa:b5:87:a8	cncc
37.9730435	23.7301377	-91	2442	14:60:80:83:16:80	cotton-hellas
37.9730435	23.7301377	-85	2462	00:24:17:af:ee:37	Manos Net
37.9730435	23.7301377	-98	2462	b0:48:7a:de:ae:eb	Manos Net
37.9730435	23.7301377	-85	2437	d4:ca:6d:da:ca:15	dancingqueen
37.9730435	23.7301377	-89	2412	00:11:6b:4b:30:ba	AsxetoNet
37.9730435	23.7301377	-93	2412	00:23:69:09:73:a9	AmFD HQ F01
37.9730435	23.7301377	-94	2437	00:05:59:1b:c9:a9	NetFasteR IAD 2 (PSTN)
37.9730435	23.7301377	-95	2437	20:89:86:1f:23:06	CYTA2306
37.9730435	23.7301377	-96	2472	68:1a:b2:60:20:a8	AMFD-HQ-STC01
37.9730435	23.7301377	-96	2412	00:23:69:09:73:a8	AmFD HQ B
37.9730435	23.7301377	-97	2437	a8:a6:68:c2:0f:4e	Webbing4G-0F4E
37.9730435	23.7301377	-97	2462	00:18:46:02:2d:f0	Crypto
